% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
155.067	1	1	15507	8	1	0	349
155.068	1	2	15507	9	2	0	349
155.069	1	1	15507	10	1	0	349
155.07	1	2	15508	1	2	0	349
155.071	1	1	15508	2	1	0	349
155.072	1	2	15508	3	2	0	349
155.073	1	1	15508	4	1	0	349
156.078	1	2	15608	9	2	0	349
156.079	1	1	15608	10	1	0	349
156.08	1	2	15609	1	2	0	349
156.081	1	1	15609	2	1	0	349
156.082	1	2	15609	3	2	0	349
156.083	1	1	15609	4	1	0	349
156.084	1	2	15609	5	2	0	349
156.085	1	1	15609	6	1	0	349
157.088	1	2	15709	9	2	0	349
157.089	1	2	15709	10	2	0	349
157.09	1	2	15710	1	2	0	349
157.091	1	1	15710	2	1	0	349
157.092	1	2	15710	3	2	0	349
157.093	1	1	15710	4	1	0	349
157.094	1	2	15710	5	2	0	349
157.095	1	1	15710	6	1	0	349
157.096	1	2	15710	7	2	0	349
157.097	1	1	15710	8	1	0	349
158.102	1	2	15811	3	2	0	349
158.103	1	1	15811	4	1	0	349
158.104	1	2	15811	5	2	0	349
158.105	1	1	15811	6	1	0	349
158.106	1	2	15811	7	2	0	349
158.107	1	1	15811	8	1	0	349
158.108	1	2	15811	9	2	0	349
158.109	1	1	15811	10	1	0	349
159.114	1	2	15912	5	2	0	349
159.115	1	1	15912	6	1	0	349
159.116	1	2	15912	7	2	0	349
159.117	1	1	15912	8	1	0	349
159.118	1	2	15912	9	2	0	349
159.119	1	1	15912	10	1	0	349
159.12	1	2	15913	1	2	0	349
159.121	1	1	15913	2	1	0	349
160.126	1	2	16013	7	2	0	349
160.127	1	1	16013	8	1	0	349
160.128	1	2	16013	9	2	0	349
160.129	1	1	16013	10	1	0	349
160.13	1	2	16014	1	2	0	349
160.131	1	1	16014	2	1	0	349
160.132	1	2	16014	3	2	0	349
160.133	1	1	16014	4	1	0	349
161.138	1	2	16114	9	2	0	349
161.139	1	1	16114	10	1	0	349
161.14	1	2	16115	1	2	0	349
161.141	1	1	16115	2	1	0	349
161.142	1	2	16115	3	2	0	349
161.143	1	1	16115	4	1	0	349
161.144	1	2	16115	5	2	0	349
161.145	1	1	16115	6	1	0	349
162.148	1	2	16215	9	2	0	349
162.149	1	2	16215	10	2	0	349
162.15	1	2	16216	1	2	0	349
162.151	1	1	16216	2	1	0	349
162.152	1	2	16216	3	2	0	349
162.153	1	1	16216	4	1	0	349
162.154	1	2	16216	5	2	0	349
162.155	1	1	16216	6	1	0	349
162.156	1	2	16216	7	2	0	349
162.157	1	1	16216	8	1	0	349
163.162	1	2	16317	3	2	0	349
163.163	1	1	16317	4	1	0	349
163.164	1	2	16317	5	2	0	349
163.165	1	1	16317	6	1	0	349
163.166	1	2	16317	7	2	0	349
163.167	1	1	16317	8	1	0	349
163.168	1	2	16317	9	2	0	349
163.169	1	1	16317	10	1	0	349
164.174	1	2	16418	5	2	0	349
164.175	1	1	16418	6	1	0	349
164.176	1	2	16418	7	2	0	349
164.177	1	1	16418	8	1	0	349
164.178	1	2	16418	9	2	0	349
164.179	1	1	16418	10	1	0	349
164.18	1	2	16419	1	2	0	349
164.181	1	1	16419	2	1	0	349
165.186	1	2	16519	7	2	0	349
165.187	1	1	16519	8	1	0	349
165.188	1	2	16519	9	2	0	349
165.189	1	1	16519	10	1	0	349
165.19	1	2	16520	1	2	0	349
165.191	1	1	16520	2	1	0	349
165.192	1	2	16520	3	2	0	349
165.193	1	1	16520	4	1	0	349
166.198	1	2	16620	9	2	0	349
166.199	1	1	16620	10	1	0	349
166.2	1	2	16621	1	2	0	349
166.201	1	1	16621	2	1	0	349
166.202	1	2	16621	3	2	0	349
166.203	1	1	16621	4	1	0	349
166.204	1	2	16621	5	2	0	349
166.205	1	1	16621	6	1	0	349
167.208	1	2	16721	9	2	0	349
167.209	1	2	16721	10	2	0	349
167.21	1	2	16722	1	2	0	349
167.211	1	1	16722	2	1	0	349
167.212	1	2	16722	3	2	0	349
167.213	1	1	16722	4	1	0	349
167.214	1	2	16722	5	2	0	349
167.215	1	1	16722	6	1	0	349
167.216	1	2	16722	7	2	0	349
167.217	1	1	16722	8	1	0	349
168.222	1	2	16823	3	2	0	349
168.223	1	1	16823	4	1	0	349
168.224	1	2	16823	5	2	0	349
168.225	1	1	16823	6	1	0	349
168.226	1	2	16823	7	2	0	349
168.227	1	1	16823	8	1	0	349
168.228	1	2	16823	9	2	0	349
168.229	1	1	16823	10	1	0	349
169.234	1	2	16924	5	2	0	349
169.235	1	1	16924	6	1	0	349
169.236	1	2	16924	7	2	0	349
169.237	1	1	16924	8	1	0	349
169.238	1	2	16924	9	2	0	349
169.239	1	1	16924	10	1	0	349
169.24	1	2	16925	1	2	0	349
169.241	1	1	16925	2	1	0	349
170.246	1	2	17025	7	2	0	349
170.247	1	1	17025	8	1	0	349
170.248	1	2	17025	9	2	0	349
170.249	1	1	17025	10	1	0	349
170.25	1	2	17026	1	2	0	349
170.251	1	1	17026	2	1	0	349
170.252	1	2	17026	3	2	0	349
170.253	1	1	17026	4	1	0	349
171.255	1	1	17126	6	1	0	349
171.256	1	2	17126	7	2	0	349
171.257	1	1	17126	8	1	0	349
171.258	1	2	17126	9	2	0	349
171.259	1	1	17126	10	1	0	349
171.26	1	2	17127	1	2	0	349
171.261	1	1	17127	2	1	0	349
172.011	1	2	17202	2	2	0	349
172.012	1	1	17202	3	1	0	349
172.013	1	2	17202	4	2	0	349
172.014	1	1	17202	5	1	0	349
172.015	1	2	17202	6	2	0	349
172.016	1	1	17202	7	1	0	349
172.017	1	2	17202	8	2	0	349
172.018	1	1	17202	9	1	0	349
173.023	1	2	17303	4	2	0	349
173.024	1	1	17303	5	1	0	349
173.025	1	2	17303	6	2	0	349
173.026	1	1	17303	7	1	0	349
173.027	1	2	17303	8	2	0	349
173.028	1	1	17303	9	1	0	349
173.029	1	2	17303	10	2	0	349
173.03	1	1	17304	1	1	0	349
174.035	1	2	17404	6	2	0	349
174.036	1	2	17404	7	2	0	349
174.037	1	1	17404	8	1	0	349
174.038	1	2	17404	9	2	0	349
174.039	1	1	17404	10	1	0	349
174.04	1	2	17405	1	2	0	349
174.041	1	1	17405	2	1	0	349
174.042	1	2	17405	3	2	0	349
174.043	1	1	17405	4	1	0	349
175.048	1	2	17505	9	2	0	349
175.049	1	1	17505	10	1	0	349
175.05	1	2	17506	1	2	0	349
175.051	1	1	17506	2	1	0	349
175.052	1	2	17506	3	2	0	349
175.053	1	1	17506	4	1	0	349
175.054	1	2	17506	5	2	0	349
175.055	1	1	17506	6	1	0	349
176.058	1	2	17606	9	2	0	349
176.059	1	2	17606	10	2	0	349
176.06	1	2	17607	1	2	0	349
176.061	1	1	17607	2	1	0	349
176.062	1	2	17607	3	2	0	349
176.063	1	1	17607	4	1	0	349
176.064	1	2	17607	5	2	0	349
176.065	1	1	17607	6	1	0	349
176.066	1	2	17607	7	2	0	349
176.067	1	1	17607	8	1	0	349
177.072	1	2	17708	3	2	0	349
177.073	1	1	17708	4	1	0	349
177.074	1	2	17708	5	2	0	349
177.075	1	1	17708	6	1	0	349
177.076	1	2	17708	7	2	0	349
177.077	1	1	17708	8	1	0	349
177.078	1	2	17708	9	2	0	349
177.079	1	1	17708	10	1	0	349
178.084	1	2	17809	5	2	0	349
178.085	1	1	17809	6	1	0	349
178.086	1	2	17809	7	2	0	349
178.087	1	1	17809	8	1	0	349
178.088	1	2	17809	9	2	0	349
178.089	1	1	17809	10	1	0	349
178.09	1	2	17810	1	2	0	349
178.091	1	1	17810	2	1	0	349
179.096	1	2	17910	7	2	0	349
179.097	1	1	17910	8	1	0	349
179.098	1	2	17910	9	2	0	349
179.099	1	1	17910	10	1	0	349
179.1	1	2	17911	1	2	0	349
179.101	1	1	17911	2	1	0	349
179.102	1	2	17911	3	2	0	349
179.103	1	1	17911	4	1	0	349
180.108	1	2	18011	9	2	0	349
180.109	1	1	18011	10	1	0	349
180.11	1	2	18012	1	2	0	349
180.111	1	1	18012	2	1	0	349
180.112	1	2	18012	3	2	0	349
180.113	1	1	18012	4	1	0	349
180.114	1	2	18012	5	2	0	349
180.115	1	1	18012	6	1	0	349
181.118	1	2	18112	9	2	0	349
181.119	1	2	18112	10	2	0	349
181.12	1	2	18113	1	2	0	349
181.121	1	1	18113	2	1	0	349
181.122	1	2	18113	3	2	0	349
181.123	1	1	18113	4	1	0	349
181.124	1	2	18113	5	2	0	349
181.125	1	1	18113	6	1	0	349
181.126	1	2	18113	7	2	0	349
181.127	1	1	18113	8	1	0	349
182.132	1	2	18214	3	2	0	349
182.133	1	1	18214	4	1	0	349
182.134	1	2	18214	5	2	0	349
182.135	1	1	18214	6	1	0	349
182.136	1	2	18214	7	2	0	349
182.137	1	1	18214	8	1	0	349
182.138	1	2	18214	9	2	0	349
182.139	1	1	18214	10	1	0	349
183.144	1	2	18315	5	2	0	349
183.145	1	1	18315	6	1	0	349
183.146	1	2	18315	7	2	0	349
183.147	1	1	18315	8	1	0	349
183.148	1	2	18315	9	2	0	349
183.149	1	1	18315	10	1	0	349
183.15	1	2	18316	1	2	0	349
183.151	1	1	18316	2	1	0	349
184.156	1	2	18416	7	2	0	349
184.157	1	1	18416	8	1	0	349
184.158	1	2	18416	9	2	0	349
184.159	1	1	18416	10	1	0	349
184.16	1	2	18417	1	2	0	349
184.161	1	1	18417	2	1	0	349
184.162	1	2	18417	3	2	0	349
184.163	1	1	18417	4	1	0	349
185.168	1	2	18517	9	2	0	349
185.169	1	1	18517	10	1	0	349
185.17	1	2	18518	1	2	0	349
185.171	1	1	18518	2	1	0	349
185.172	1	2	18518	3	2	0	349
185.173	1	1	18518	4	1	0	349
185.174	1	2	18518	5	2	0	349
185.175	1	1	18518	6	1	0	349
186.178	1	2	18618	9	2	0	349
186.179	1	2	18618	10	2	0	349
186.18	1	2	18619	1	2	0	349
186.181	1	1	18619	2	1	0	349
186.182	1	2	18619	3	2	0	349
186.183	1	1	18619	4	1	0	349
186.184	1	2	18619	5	2	0	349
186.185	1	1	18619	6	1	0	349
186.186	1	2	18619	7	2	0	349
186.187	1	1	18619	8	1	0	349
187.192	1	2	18720	3	2	0	349
187.193	1	1	18720	4	1	0	349
187.194	1	2	18720	5	2	0	349
187.195	1	1	18720	6	1	0	349
187.196	1	2	18720	7	2	0	349
187.197	1	1	18720	8	1	0	349
187.198	1	2	18720	9	2	0	349
187.199	1	1	18720	10	1	0	349
188.204	1	2	18821	5	2	0	349
188.205	1	1	18821	6	1	0	349
188.206	1	2	18821	7	2	0	349
188.207	1	1	18821	8	1	0	349
188.208	1	2	18821	9	2	0	349
188.209	1	1	18821	10	1	0	349
188.21	1	2	18822	1	2	0	349
188.211	1	1	18822	2	1	0	349
189.216	1	2	18922	7	2	0	349
189.217	1	1	18922	8	1	0	349
189.218	1	2	18922	9	2	0	349
189.219	1	1	18922	10	1	0	349
189.22	1	2	18923	1	2	0	349
189.221	1	1	18923	2	1	0	349
189.222	1	2	18923	3	2	0	349
189.223	1	1	18923	4	1	0	349
190.228	1	2	19023	9	2	0	349
190.229	1	1	19023	10	1	0	349
190.23	1	2	19024	1	2	0	349
190.231	1	1	19024	2	1	0	349
190.232	1	2	19024	3	2	0	349
190.233	1	1	19024	4	1	0	349
190.234	1	2	19024	5	2	0	349
190.235	1	1	19024	6	1	0	349
191.238	1	2	19124	9	2	0	349
191.239	1	2	19124	10	2	0	349
191.24	1	2	19125	1	2	0	349
191.241	1	1	19125	2	1	0	349
191.242	1	2	19125	3	2	0	349
191.243	1	1	19125	4	1	0	349
191.244	1	2	19125	5	2	0	349
191.245	1	1	19125	6	1	0	349
191.246	1	2	19125	7	2	0	349
191.247	1	1	19125	8	1	0	349
192.252	1	2	19226	3	2	0	349
192.253	1	1	19226	4	1	0	349
192.254	1	2	19226	5	2	0	349
192.255	1	1	19226	6	1	0	349
192.256	1	2	19226	7	2	0	349
192.257	1	1	19226	8	1	0	349
192.258	1	2	19226	9	2	0	349
192.259	1	1	19226	10	1	0	349
193.011	1	2	19302	2	2	0	349
193.012	1	1	19302	3	1	0	349
193.013	1	2	19302	4	2	0	349
193.014	1	1	19302	5	1	0	349
193.015	1	2	19302	6	2	0	349
193.016	1	1	19302	7	1	0	349
193.017	1	2	19302	8	2	0	349
193.018	1	1	19302	9	1	0	349
194.023	1	2	19403	4	2	0	349
194.024	1	1	19403	5	1	0	349
194.025	1	2	19403	6	2	0	349
194.026	1	1	19403	7	1	0	349
194.027	1	2	19403	8	2	0	349
194.028	1	1	19403	9	1	0	349
194.029	1	2	19403	10	2	0	349
194.03	1	1	19404	1	1	0	349
195.035	1	2	19504	6	2	0	349
195.036	1	1	19504	7	1	0	349
195.037	1	2	19504	8	2	0	349
195.038	1	1	19504	9	1	0	349
195.039	1	2	19504	10	2	0	349
195.04	1	1	19505	1	1	0	349
195.041	1	2	19505	2	2	0	349
195.042	1	1	19505	3	1	0	349
196.047	1	2	19605	8	2	0	349
196.048	1	1	19605	9	1	0	349
196.049	1	2	19605	10	2	0	349
196.05	1	1	19606	1	1	0	349
196.051	1	2	19606	2	2	0	349
196.052	1	1	19606	3	1	0	349
196.053	1	2	19606	4	2	0	349
196.054	1	1	19606	5	1	0	349
197.056	1	1	19706	7	1	0	349
197.057	1	1	19706	8	1	0	349
197.058	1	1	19706	9	1	0	349
197.059	1	2	19706	10	2	0	349
197.06	1	1	19707	1	1	0	349
198.065	1	2	19807	6	2	0	349
198.066	1	1	19807	7	1	0	349
198.067	1	2	19807	8	2	0	349
198.068	1	1	19807	9	1	0	349
198.069	1	2	19807	10	2	0	349
198.07	1	1	19808	1	1	0	349
198.071	1	2	19808	2	2	0	349
198.072	1	1	19808	3	1	0	349
199.077	1	2	19908	8	2	0	349
199.078	1	1	19908	9	1	0	349
199.079	1	2	19908	10	2	0	349
199.08	1	1	19909	1	1	0	349
199.081	1	2	19909	2	2	0	349
199.082	1	1	19909	3	1	0	349
199.083	1	2	19909	4	2	0	349
199.084	1	1	19909	5	1	0	349
